gene_id	logFC_col	Pvalue_col	Limma.Pvalue_col	logFC_ufm1	Pvalue_ufm1	Limma.Pvalue_ufm1	Col0_state	ufm1_state	Dep_Accumulation	Dep_Depletion	external_gene_name	description	Accession_NA	Col_0_DMSO_1_Area_Raw	Col_0_DMSO_2_Area_Raw	Col_0_DMSO_3_Area_Raw	Col_0_ANS_1_Area_Raw	Col_0_ANS_2_Area_Raw	Col_0_ANS_3_Area_Raw	ufm1_DMSO_1_Area_Raw	ufm1_DMSO_2_Area_Raw	ufm1_DMSO_3_Area_Raw	ufm1_ANS_1_Area_Raw	ufm1_ANS_3_Area_Raw	cluster
AT1G69870	-1.52288362882262	3.12006372684319e-10	3.56092873144613e-6	-1.26748138579337	6.381004427644311e-9	3.67864905253694e-5	Down	Down	FALSE	FALSE	NRT1.7	nitrate transporter 1.7 [Source:NCBI gene (formerly Entrezgene);Acc:843323]	AT1G69870.1	10.6551664783658	10.6793938222584	10.84694571186	9.24561120633505	9.25325557564161	9.11398834403966	10.8228546801697	10.8472889275891	10.7198211560827	9.54364650130635	9.5147005696679	Col0_Down
AT1G02816	-1.73084727830398	8.120751286960721e-10	4.63410672190413e-6	0.750888180599727	8.98611162862104e-6	0.00313969294175759	Down	Up	TRUE	FALSE	AT1G02816	pectinesterase (Protein of unknown function, DUF538) [Source:NCBI gene (formerly Entrezgene);Acc:839308]	AT1G02816.1	11.6088457655703	11.6101008463594	11.7234965994016	10.0656014823228	9.86142210999295	9.82287778410366	9.61232865262144	9.66241463038026	9.49004303852938	10.227239206976	10.4510613685775	Col0_Down
AT2G17230	-1.28937297613464	1.984114287515e-9	5.92010087372248e-6	-1.3828860133939	3.0315021000874905e-9	3.49532192140087e-5	Down	Down	FALSE	FALSE	EXL5	EXORDIUM like 5 [Source:NCBI gene (formerly Entrezgene);Acc:816228]	AT2G17230.1	8.8703723897466	8.80222232895973	8.9378556341158	7.67749278379274	7.50956712974129	7.55527151088418	8.91456827435325	8.82877535543977	8.80314736759979	7.55133972114472	7.38054891699602	Col0_Down
AT3G50830	-1.61262013465615	2.26393018126665e-9	5.92010087372248e-6	-0.0280607783000146	0.777794978107113	0.910362003611309	Down	NS	FALSE	FALSE	COR413-PM2	cold-regulated 413-plasma membrane 2 [Source:NCBI gene (formerly Entrezgene);Acc:824247]	AT3G50830.1	10.720285279948	10.7594891700306	10.6444325593367	9.19501717857577	9.08917412698091	9.00215529979024	9.26701756165977	9.32256469319167	9.27135792329756	9.43615667095039	9.08168189121559	Col0_Down
AT1G61800	-1.44381940352675	2.59357788211797e-9	5.92010087372248e-6	-0.596489057775445	3.8233586624361e-5	0.00722677465211283	Down	Down	FALSE	FALSE	GPT2	glucose-6-phosphate/phosphate translocator 2 [Source:NCBI gene (formerly Entrezgene);Acc:842477]	AT1G61800.1	13.8274241245406	13.748031837977	13.7235588951831	12.2425820003654	12.4286372067993	12.2963374399557	13.0422361707261	12.9249723478914	12.7449914039081	12.2957996159264	12.3193555502065	Col0_Down
AT4G25440	-3.11708057760931	5.2795767654467e-9	1.00426349373405e-5	-0.11529117263266	0.485168219893409	0.74192494050363	Down	NS	FALSE	FALSE	ZFWD1	zinc finger WD40 repeat protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:828649]	AT4G25440.1	10.5371017647071	NA	10.7087252750726	7.59032863937906	7.35045804371317	7.57671214374933	7.15284588914054	7.34956600613082	6.95986365709178	6.7819364865422	7.29566486976791	Col0_Down
AT5G14280	-1.32882070206754	6.2436281147613e-9	1.01797896676815e-5	0.0959695355787122	0.301053034542865	0.592952082042917	Down	NS	FALSE	FALSE	AT5G14280	DNA-binding storekeeper-like protein [Source:NCBI gene (formerly Entrezgene);Acc:831278]	AT5G14280.1	11.2611698108865	11.0811561402878	11.386238231863	9.83949697635962	9.99088082845934	9.91172427201571	10.1464781597718	10.1472704714201	10.0350474454401	10.1658388801676	10.2452975754112	Col0_Down
AT3G48250	2.03493091238892	8.87380589830865e-9	1.20684103955384e-5	-1.06744555673731	1.34756776908001e-5	0.00398396317371604	Up	Down	FALSE	TRUE	BIR6	Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:823983]	AT3G48250.1	7.88544790266107	7.95129053172095	8.07241010260395	10.0546044849631	9.84087464486556	10.118462144324	10.0712894963145	9.52046592750975	9.86285917538017	8.79161248123607	8.70990613809226	Col0_Up
AT1G80890	-1.50788379022275	9.51683988082415e-9	1.20684103955384e-5	0.326714023926606	0.0101053572916798	0.123296052458273	Down	Up	TRUE	FALSE	AT1G80890	GAG1At protein [Source:NCBI gene (formerly Entrezgene);Acc:844429]	AT1G80890.1	12.6608324070002	12.8738053469722	12.7996031272367	11.3939634080626	11.2349344976059	11.1816916048724	11.0815576701508	11.0199195331385	11.1646896574019	11.2560533191812	11.5748193024662	Col0_Down
AT2G43150	-1.26705572651008	1.33460468360944e-8	1.4232692050635e-5	-1.28372420321379	3.59193363545966e-8	1.3804998272283e-4	Down	Down	FALSE	FALSE	AT2G43150	Proline-rich extensin-like family protein [Source:NCBI gene (formerly Entrezgene);Acc:818917]	AT2G43150.1	11.6417493760742	11.6424669408471	11.5073979515067	10.2271558487236	10.522949047398	10.2403421927762	11.9399173211559	11.8898079923212	11.8183181030595	10.5910745103771	10.6068393608864	Col0_Down
AT5G61820	-0.935728487378011	1.39306582175332e-8	1.4232692050635e-5	-0.37967706443793	1.7901901297932e-4	0.0187644474513785	Down	Down	FALSE	FALSE	AT5G61820	stress up-regulated Nod 19 protein [Source:NCBI gene (formerly Entrezgene);Acc:836304]	AT5G61820.1	10.3832507238516	10.3581867813693	10.3992888022705	9.53047992321209	9.43671411364592	9.36634680849938	10.0645663500745	10.0529923751375	10.133216027017	9.63048394136875	9.77734509790806	Col0_Down
AT1G29740	-0.726083756081895	1.49647160788241e-8	1.4232692050635e-5	0.117458625988318	0.0482510332902233	0.252632166833244	Down	Up	TRUE	FALSE	AT1G29740	Leucine-rich repeat transmembrane protein kinase [Source:NCBI gene (formerly Entrezgene);Acc:839852]	AT1G29740.1	9.91255488151915	9.8470410367988	9.90689453408484	9.18090963236448	9.14539126636839	9.16193828542423	9.44812182340818	9.37720733660067	9.4471841342999	9.53101049714093	9.55224895104154	Col0_Down
AT5G09510	-1.13542623975034	2.14328302109722e-8	1.7863922246532e-5	0.408550176310323	6.3595490586164e-4	0.0354229954810857	Down	Up	TRUE	FALSE	AT5G09510	Ribosomal protein S19 family protein [Source:NCBI gene (formerly Entrezgene);Acc:830810]	AT5G09510.1	11.9913195162553	12.1807159379895	11.9933264514949	10.9181757333886	10.8665812266537	10.9743262264463	11.1004815394496	10.8982689416103	10.9962259347334	11.3249530773583	11.4887982191245	Col0_Down
AT5G21090	-1.13734682920469	2.24012985602352e-8	1.7863922246532e-5	-1.05235796496061	1.47532759266798e-7	2.4300753062088e-4	Down	Down	FALSE	FALSE	AT5G21090	Leucine-rich repeat (LRR) family protein [Source:NCBI gene (formerly Entrezgene);Acc:832233]	AT5G21090.1	9.34917548774826	9.49202872499459	9.3246492640065	8.27035665455257	8.20607355021783	8.27738278436487	9.51086183597777	9.5537965040945	9.6780068281035	8.65093095358739	8.40612989527525	Col0_Down
AT2G01850	-1.23694434919119	2.34783872512031e-8	1.7863922246532e-5	-0.697007878695523	1.68519365558e-5	0.0043394076595001	Down	Down	FALSE	FALSE	EXGT-A3	endoxyloglucan transferase A3 [Source:NCBI gene (formerly Entrezgene);Acc:814716]	AT2G01850.1	8.32725979956525	8.35445119929976	8.12126662230892	6.99162883483674	7.15424258981906	6.94627314894456	8.0220919276451	7.81517533444326	7.95786462724363	7.27666417277236	7.19274132939126	Col0_Down
AT1G05680	1.01294721937412	2.73567510396798e-8	1.95139124759916e-5	0.694395601960746	3.21342359517818e-6	0.00176432257392402	Up	Up	FALSE	FALSE	UGT74E2	Uridine diphosphate glycosyltransferase 74E2 [Source:NCBI gene (formerly Entrezgene);Acc:837075]	AT1G05680.1	8.3370269409856	8.23021019177368	8.15489217705268	9.29117604345498	9.23482334527399	9.23497157920535	8.08144880463849	8.18834864094388	8.32358628490649	8.89488017853369	8.88950017904705	Col0_Up
AT5G07010	-0.752655644430293	2.9827657557399e-8	2.00248856295644e-5	-0.602594233799305	7.98446481577109e-7	7.0816061019877e-4	Down	Down	FALSE	FALSE	ST2A	sulfotransferase 2A [Source:NCBI gene (formerly Entrezgene);Acc:830592]	AT5G07010.1	10.1806466077068	10.1652114506222	10.1155937979111	9.46705996634898	9.37111539420528	9.36530956239497	10.1049335284342	10.1414493177242	10.0793281423433	9.46071811196848	9.55123407943407	Col0_Down
AT1G72180	-0.768305711502847	3.26369042389449e-8	2.06936104488377e-5	-0.537829550528046	3.11480622977177e-6	0.00176432257392402	Down	Down	FALSE	FALSE	AT1G72180	Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843550]	AT1G72180.1	8.37915454681255	8.42890674316211	8.44228596176068	7.67463745344239	7.63643927526264	7.63435338852178	8.57425380821091	8.46251637287491	8.40993144196746	7.95366009054966	7.93514855709644	Col0_Down
AT1G61740	-0.89753331523233	5.73235701806684e-8	3.44333634985246e-5	-0.971953628766887	7.87430166660297e-8	2.2556447506487e-4	Down	Down	FALSE	FALSE	AT1G61740	Sulfite exporter TauE/SafE family protein [Source:NCBI gene (formerly Entrezgene);Acc:842471]	AT1G61740.1	10.3409264070032	10.2309564335654	10.2072906022978	9.39138452021752	9.32898673922986	9.36620223772205	10.1657734543474	10.1073617247487	10.0349284728307	9.232589783367	9.02887872705043	Col0_Down
AT5G02610	-1.3039426440272	6.48016042146256e-8	3.69790354450761e-5	0.119752783716519	0.297569822018312	0.589616780868041	Down	NS	FALSE	FALSE	AT5G02610	Ribosomal L29 family protein [Source:NCBI gene (formerly Entrezgene);Acc:831853]	AT5G02610.1	10.5149205385108	10.7344541418483	10.7808730004877	9.54159719506854	9.19574705599075	9.3810754977059	9.87062595289787	9.8110908934358	9.83384581838794	9.85777304046015	10.058774303454	Col0_Down
AT5G41760	-1.01164909523243	8.77538303554488e-8	4.76921174212732e-5	0.354328647326348	0.00209291355818775	0.0622092828529969	Down	Up	TRUE	FALSE	AT5G41760	Nucleotide-sugar transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:834180]	AT5G41760.1	10.0420282104516	10.0318873156138	10.2106717620816	9.13457468081971	8.97185237100364	9.14321295062641	9.0846609304685	9.13635062693974	9.25663229062296	9.43054112782672	9.59654539884678	Col0_Down
