gene_id	baseMean_Col0	log2FC_Col0	lfcSE_Col0	stat_Col0	pval_Col0	padj_Col0	Genotype_Col0	Compartment_Col0	log2FC_shrunk_Col0	baseMean_ufm1	log2FC_ufm1	lfcSE_ufm1	stat_ufm1	pval_ufm1	padj_ufm1	Genotype_ufm1	Compartment_ufm1	log2FC_shrunk_ufm1	Col0_ANS_Nuclear_Rep1	Col0_ANS_Nuclear_Rep2	Col0_ANS_Nuclear_Rep3	Col0_DMSO_Nuclear_Rep1	Col0_DMSO_Nuclear_Rep2	Col0_DMSO_Nuclear_Rep3	ufm1_ANS_Nuclear_Rep1	ufm1_ANS_Nuclear_Rep2	ufm1_ANS_Nuclear_Rep3	ufm1_DMSO_Nuclear_Rep1	ufm1_DMSO_Nuclear_Rep2	ufm1_DMSO_Nuclear_Rep3	log2_Col0_ANS_Nuclear_Rep1	log2_Col0_ANS_Nuclear_Rep2	log2_Col0_ANS_Nuclear_Rep3	log2_Col0_DMSO_Nuclear_Rep1	log2_Col0_DMSO_Nuclear_Rep2	log2_Col0_DMSO_Nuclear_Rep3	log2_ufm1_ANS_Nuclear_Rep1	log2_ufm1_ANS_Nuclear_Rep2	log2_ufm1_ANS_Nuclear_Rep3	log2_ufm1_DMSO_Nuclear_Rep1	log2_ufm1_DMSO_Nuclear_Rep2	log2_ufm1_DMSO_Nuclear_Rep3
AT1G01010	162.35313327774998	0.9813604591734658	0.2561201104675542	3.831641558259388	1.272911002848604e-4	8.589178760263285e-4	Col0	Nuclear	0.9813604591734658	210.09578571195402	0.7586948621941864	0.3035733260890959	2.499214512580452	0.012446894222456959	0.04525001068555149	ufm1	Nuclear	0.7586948621941864	227.576342610295	210.4346344318539	208.504006631706	102.38135118774481	101.39460682366695	123.82785798123327	229.62304762006636	307.64875501039586	255.2100886379181	211.27142892361758	103.10571540413997	153.71567867558628	7.836532283769043	7.724067909117815	7.710834024593957	6.6918321532278675	6.6779959196277385	6.963796127871937	7.849392887611083	8.269822161780532	8.001183474749098	7.729766391804244	6.7019054645490765	7.273475594715263
AT1G01020	517.7315847328456	0.46949840700764583	0.22933004228364826	2.047260805136659	0.04063248407200873	0.11256438812827836	Col0	Nuclear	0.46949840700764583	435.92638188896825	0.3768417649942369	0.20912960312838602	1.8019532354914445	0.07155276345316702	0.17689929217881997	ufm1	Nuclear	0.3768417649942369	669.724665396011	527.1081134312457	606.652361003808	387.58654378217676	375.71024854040934	539.6075762434231	514.8294520053075	512.7479250173265	449.55417287265067	441.93492137162514	366.13049959837457	330.3613204685252	9.389576846829938	9.044689495768639	9.247102381052803	8.60209213301696	8.557311472641395	9.07843792016791	9.0107503379483	9.00491685166246	8.8155567702553	8.790950934804629	8.520149161993558	8.37226139756939
AT1G01030	226.65993852694015	0.055326702063798	0.33127250033107536	0.16701266180713528	0.8673600861737474	0.9294062148456703	Col0	Nuclear	0.055326702063798	153.75264803049603	-0.40448589958585107	0.302261522091471	-1.3381984474472564	0.18083175509715788	0.34566405569997166	ufm1	Nuclear	-0.40448589958585107	284.23820750510316	283.9846037478417	124.6833004481056	218.16978407864667	233.4433971056518	215.44033827629204	171.30608314512887	96.20631170428187	129.2067812769376	144.93015897175698	191.4820428934028	189.38451019146817	8.156023432728356	8.154740169765686	6.973649161241902	7.7759051041101515	7.8730958371547395	7.757825591008816	7.4288298255708485	6.602978087410127	7.024660776986743	7.189134261533734	7.5885800494158	7.572772294581219
AT1G01040	852.147685599936	-0.7996518566620122	0.32965306665538835	-2.4257376543623956	0.015277309470091458	0.05182398242738109	Col0	Nuclear	-0.7996518566620122	1336.4568982936594	-0.407144496438678	0.2714049257697801	-1.500136724799311	0.13357898963476786	0.27892710822642497	ufm1	Nuclear	-0.407144496438678	373.41097848709626	807.0066077726436	685.2342730509333	967.747533846064	741.2024359280459	1538.2842845148327	738.9852842058485	1310.9431484979068	1397.7824519959613	1910.628574613585	1403.5002484604358	1256.9016819882193	8.548478928052553	9.6582232809719	9.422557370939677	9.919976922365006	9.535668925781255	10.588043986753297	9.531352770496929	10.357489488492156	10.44995588702768	10.900586522616065	10.455841164343633	10.296803449763926
AT1G01050	863.3450421041166	-0.7270025169428602	0.20145626759432708	-3.6087361571039662	3.0769234388355546e-4	0.0018864781762206824	Col0	Nuclear	-0.7270025169428602	753.1623025542143	-0.8306528690297742	0.17625225253776086	-4.712863847523381	2.4425940835201557e-6	2.5652977054789452e-5	ufm1	Nuclear	-0.8306528690297742	626.9960459671393	561.8400433860177	762.7684262707637	954.3404521429069	1154.6409102633081	1119.4843745945643	578.6136318997704	528.606108265285	518.9627743850551	889.9936522772682	1010.0151713058609	992.7824771920461	9.294611665322266	9.136581162875352	9.576991470819062	9.899871143959347	10.174477466703644	10.129906814945365	9.178947715730514	9.048775951484085	9.02226453008137	9.799271343339287	9.981588931164643	9.956786293656096
AT1G01070	26.24737434776016	-0.3217425201920544	0.5474952994697608	-0.587662616471148	0.5567587727183831	0.7215016257518297	Col0	Nuclear	-0.3217425201920544	25.15027055344106	-0.39443413893295004	0.683156906434642	-0.5773697597400865	0.5636896979103714	0.7301861159565809	ufm1	Nuclear	-0.39443413893295004	29.724256993997713	19.409019680607884	20.955176545900102	20.720035359424543	31.44018816237735	35.23556934425337	17.312848828497067	8.45769773224456	39.50951163013794	42.8666667381253	14.729387914877138	28.025510476764346	4.94130621715215	4.351134981035948	4.456489230393516	4.440954546686401	5.019710282511026	5.179334657450058	4.194784335560801	3.2414890340392915	5.340188787341356	5.455053180476868	3.975390626457717	4.8592495351330784
AT1G01080	136.56982491036138	-0.8082095781022036	0.3450907096646641	-2.342020678816788	0.019179652224667217	0.061992907356493245	Col0	Nuclear	-0.8082095781022036	107.44402809510055	-0.8638394156190125	0.39148020778795467	-2.2065979286669615	0.027342161809001318	0.08485904378133183	ufm1	Nuclear	-0.8638394156190125	83.59947279561857	115.43259073203637	98.48932976573047	243.76512187558288	160.34495962812449	117.78747466507555	89.29785185224803	46.51733752734508	92.90074356275679	91.8571430102685	130.46029296034035	193.6307996576446	6.402576767718207	6.863351130378173	6.636469899744311	7.93525418374458	7.33400469890983	6.892238911509029	6.496619761896132	5.570382096772963	6.553064676941647	6.536940988237283	7.03848329499796	7.6045962195101655
AT1G01090	1851.4736718632262	-0.7000288902340597	0.19599905458915687	-3.5715931982499822	3.5481624057151246e-4	0.002126525042783371	Col0	Nuclear	-0.7000288902340597	1632.9811196707494	-1.049448430434535	0.16759567492772393	-6.2617870710990156	3.805903932903005e-10	6.954877105188002e-9	ufm1	Nuclear	-1.049448430434535	1475.0662533271366	1338.200830610333	1418.665452157437	2753.3270515847084	2236.969387753148	1886.6130557465947	1118.956755862863	958.891480393227	1113.7410981144292	2055.558733585342	2288.315622489841	2262.4230275787945	10.527541762971872	10.387156612463636	10.471335279618902	11.427484161377208	11.127974587089543	10.882347339738423	10.129227312206883	9.906727502329241	10.122492963562664	11.006016559244033	11.160700662195547	11.14429053022794
AT1G01100	9458.892189476954	-0.7715864832337365	0.17721706368894047	-4.353906261465095	1.337329089049461e-5	1.1347295553392416e-4	Col0	Nuclear	-0.7715864832337365	6397.541051921305	-0.7683101848282862	0.16966165058304153	-4.528484676342542	5.940818863639557e-6	5.795345298275009e-5	ufm1	Nuclear	-0.7683101848282862	7237.856578038443	6345.727908207167	7380.413179466015	13242.54024589104	12450.31451230143	10096.50071295763	5022.548565403991	4049.122789312083	5127.693914808714	7605.771441250232	8294.749594349383	8285.360006403424	12.821546117402931	12.63179727855196	12.849681332903188	13.69300121260585	13.604010438330297	13.301710627455307	12.294491108820887	11.983749932127562	12.32437575717356	12.893068542067216	13.018156631990351	13.016522785183207
AT1G01110	103.19495463818716	0.31581819066909816	0.3536384555205891	0.8930538682626697	0.3718283257938685	0.5605315138052337	Col0	Nuclear	0.31581819066909816	79.21094180087167	0.02541653091846517	0.3797319147031648	0.06693282796188778	0.946635178694004	0.9715085878922882	ufm1	Nuclear	0.02541653091846517	121.68367706917815	81.7221881288753	140.39968285753068	67.03540851578529	100.60860211960751	107.72016913814602	61.05057218470018	88.80582618856788	89.69726964679965	81.65079378690534	103.10571540413997	50.955473594116995	6.938799502525622	6.370202442543664	7.143635074134336	6.088213876467416	6.666878734699398	6.764475795424001	5.955372608776006	6.488737138302515	6.502987215362083	6.368956770266204	6.7019054645490765	5.699203842305728
AT1G01120	2175.532646710984	1.2226502048119232	0.20193713502614247	6.054608057372117	1.4075996172702876e-9	2.2598794590842244e-8	Col0	Nuclear	1.2226502048119232	1398.3915631135385	0.9411020111847347	0.20832209839573962	4.517533273867892	6.2564198992076995e-6	6.08992719195962e-5	ufm1	Nuclear	0.9411020111847347	3482.3824834530446	2823.501599852642	2829.9965925238084	1583.2544665819107	1149.1388773348922	1184.921860519606	2147.7044573035573	1415.6071579344332	1953.0512640951974	1016.5523826469715	978.4521972025527	878.9819194985182	11.766273177536473	11.463780602506148	11.467094297433842	10.62958836767467	10.167592359349502	10.211793239609516	11.069251346160133	10.468224021834017	10.932252601244622	9.990887349659543	9.935831272321975	9.781330071572619
AT1G01130	22.124413535535275	-1.1261967283848873	0.6836680620869438	-1.6472858552834753	0.09949930386624768	0.22152805765909037	Col0	Nuclear	-1.1261967283848873	12.089088311500472	0.06088044789277112	0.9684110912157143	0.06286632654768919	0.9498729493054134	0.9729906748568468	ufm1	Nuclear	0.06088044789277112	15.791011528061285	6.1291641096656475	19.907417718605096	15.844732921912886	33.79820227455565	41.27595266041109	20.95765910818066	13.74375881489741	2.1356492773047537	10.206349223363167	22.094081872315705	3.397031572941133	4.0696172389538665	2.8337329314328503	4.3859429801233905	4.074225649183399	5.120940871174698	5.401765360059937	4.456652352644281	3.8820324709009753	1.6487642028876266	3.4862444519616256	4.529451286469998	2.1365298918778426
